ID,Timestamp,Contact Method(s),Type progress note here:,Staff Person(s),Primary Issue Area,What organization are you referring this client to?,Ref person,Date of Interaction (mm/dd/yy),Any of the below outcomes achieved?,Date of Outcome (mm/dd/yy),"Based on client's Contact Info and Method, Issue Area, and Staff",Was this client referred to us FROM somewhere else?,IA: Reason for Coming to CSC,IA: Background Information,IA: Strengths,IA: Needs,Short Term Goals,Short Term Goal Timeline,Long Term Goals,Long Term Goal Timeline,ISP: What will you do?,ISP: What will the client do?,Internal Notes,CAPnote,CAPatt,Gross Income,Legal Rent,Type of Subsidy,Effective Rent,Income Period,Internal Notes (previous) + Contracts,cm-actID,dummy1,dummy2,dummy3,dummy4
530,6/27/2011 11:45,Person,"AH: L, contact info for Community Access, Common Ground",Daniel,AH,,,,,,NEW,FOI,,,,,,,,,,,a little slow,FALSE,FALSE,,,,,,,1,,,,
531,7/6/2011 15:37,Person,"Robert came in for his friend Andrea.  Her lease renews in Oct 2011 and she doesn't want it to be a great jump.  She couldn't get a rent history from DHCR, but the fact that previous tenants paid much less leads them to believe her apt is RS.  Her lease says the apt is not RS but nevertheless mentions a preferential rent.  We asked him to have her try DHCR again, and for either of them to come make an appt once they have that, along with the lease, and the LL-completed NYS form that she had received (which states ""exempt"").","Brandon, Daniel",CN,,,,,,NEW,Robert Bononno,postpone,,,,postpone,,postpone,,,,,FALSE,FALSE,,,,,,HPD AHC 31611-61511 as HS,1,,,,
532,8/10/2010 0:00,,Intake,Christian,E,,,,Yes,9/30/2010 0:00,,,,,,,,,,,,,,FALSE,FALSE,,,Sec8,,,Capricorn 11/19/2010,,,,,
532,1/31/2012 14:05,Person,"Need to file a School Tax Credit for the year 2011. done, and giving to client to be mailit.",Christian,EE,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
532,2/15/2012 0:00,,"Make call to medicaid office for conference regarding to reopen her case, they will recommend request of a Fair Hearing, done waiting for the dated by mail.",Christian,EE,,,3/2/2012 11:44,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
532,8/20/2012 16:30,,helped client with re-certification of section 8 program.,,ED,,,,E1,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
532,8/29/2012 14:29,,Needs new EBT card. Gave her HRA Infoline # to call (from website).,,EI,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
532,11/8/2012 18:19,,"Ms. Carasquero Section 8 was approved 10/05/2012, copy of in the file.",,ED,,,,E4,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
532,11/13/2012 14:16,,"Ms. Carrasquero need help to request a Fair Hearing to maintain her medicaid, lost her prior hearing due to the Hurricane Sandy, also to completed a temporary medicaid recertification, done,and giving toher to mail, the request of the fair hearing request by fax.  Expecting answer within 30 days.",,EI,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
532,12/18/2012 14:30,,"Ms. Carrasquero received another appoitment for MEDICAID fair hiring regarding closing the acct., she will go to the meeting by herself, brought all needed documents to clear her case, explain what to do, meeting with the judge Dec. 24 morning, answer no later than 30 days.",,EI,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
533,7/1/2010 0:00,,Intake,Christian,ED,,,,Yes,10/31/2010 0:00,,,,,,,,,,,,,,FALSE,FALSE,,,NYCHA,,,Capricorn 2/18/2011,,,,,
534,7/1/2010 0:00,,Intake,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/18/2010,,,,,
534,6/27/2012 16:08,Person,Tenant applied for the WA program. Is having issues with her refrigerator and would like for us to assist her in getting new one.,Angee,WA,,,6/26/2012 0:00,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
534,12/20/2012 16:54,,"Client came seeking progress on SCRIE application. She had heard at MHA tenant meeting roughly in Sept 2012 that MHA tenants could get SCRIE. Her original application, seemingly unsubmitted to SCRIE, was sent down to CSC office. Noone ever submitted it to",,"ED, OP",,,,,,CONT,,,,,,,,,,,,"MHA and SCRIE need to discuss this. Someone should respond to her telling her that it's on hold, and even better, if MHA said they lied about telling people they could apply for SCRIE before all the kinks were worked out.",FALSE,FALSE,,,,,,,,,,,
535,7/1/2010 0:00,,Intake,Christian,ED,,,,Yes,9/30/2010 0:00,,,,,,,,,,,,,,FALSE,FALSE,,,Sec8,,,Capricorn 11/19/2010,,,,,
535,3/29/2011 18:08,,"Mrs. Justina Gomez. the client past  away, we need to notify the Seccion 8 office in order to change the Seccion 8 voucher in her daughter's name.",,ED,,,,Eu,9/25/2010 0:00,NARR,,"Ms. Gomez a long time tenant of the MHA, living with a disable child, and are in need of her Seccion 8 recertification.",,,,Get Ms.Gomez to gather of the needed documents in order to completed the recertification and mail to Seccion 8 housing department.,,"Get This family remain in they apartment, by get the Seccion 8 recertification approval.",,"First to completed all the forms pertinent for the recertification, get then sign, make copies, put together bank statement, award letter from S.S., Electrical bill receive, etc, and mail to Seccion 8 office.",,,FALSE,FALSE,,,,,,cap 6/30/11; HPD-CCC 11/10-2/11 as 2/28/11,,,,,
536,7/1/2010 0:00,,Intake,Christian,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/18/2010,,,,,
537,7/1/2010 0:00,,Intake,Christian,ED,,,,Yes,9/30/2010 0:00,,,,,,,,,,,,,,FALSE,FALSE,,,Sec8,,,Capricorn 11/19/2010,,,,,
538,7/1/2010 0:00,,Intake,Christian,E,,,,Yes,9/30/2010 0:00,,,,,,,,,,,,,,FALSE,FALSE,,,Sec8,,,Capricorn 11/19/2010,,,,,
539,7/1/2010 0:00,,Intake,Christian,E,,,,Yes,9/30/2010 0:00,,,,,,,,,,,,,,FALSE,FALSE,,,Sec8,,,Capricorn 11/19/2010,,,,,
539,9/14/2011 15:42,Person,"Client's mother is being asked to repay SSI. Wanted advice, before calling SS. Christian, her usual staff person, was out on disability and so we needed to refer her out to someone with more experience. While I told her she should call and say $ was spent for her mother's needs, as the papers say you can do to not have to repay, she seemed to not be put entirely at ease. It seemed someone fluent in Spanish would be able to do that.",Daniel,"R, EE",US,,,,,NEW,"Maria Elena, daughter & proxy",,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
540,7/1/2010 0:00,,Intake,Christian,ED,,,,Yes,9/30/2010 0:00,,,,,,,,,,,,,,FALSE,FALSE,,,NYCHA,,,Capricorn 11/19/2010,,,,,
540,4/20/2011 12:59,,"Call Ms.Zakheim, ask to bring the recertification approval to us,in order to make copy for ours file.",,ED,,,,,,NARR,,"Ms.Zakheim is a Senior lady, who live in this community for more than 30 years, has two older son, but she live alone,  she is from Ecuador, become a citizen of USA, but don't  Speak English, an are in needed of help to file her Housing Recertification fo",,,,"Completed the application for the recertification , sign,make copy and giving back to be mail.",,"Get the recertificatin approved it, in order to secure Ms. Zakheim apt., to continue living in the Lower East Side.",,"Fill out the housing recertification forms, sign, and make copy, then mail it to NYCHA office .",,,FALSE,FALSE,,,,,,cap - note & prob att counted 7/15/11; HPD CCC 3-6 2011 - C counted,,,,,
540,9/15/2011 11:03,Person,"Gregorio and Vicente Benites came seeking Christian's help with Maria Zakheim's NYCHA recertification. They were offered Daniel's help, contingent on their taking a copy and filling it out, but Vicente became slightly belligerent and insisted they have physical disabilities that prevent them, and that they need the help of someone who is more intelligent. Daniel attempted to explain that that would make an exception, but they left. He gave them the contact info of ""the organization on 6th St that we're supposed to go to when Christian isn't around,"" i.e. GOLES.",Daniel,R,GOLES,,,,,NEW,"proxy, Benites brothers",,,,,,,,,"In accordance with our new policy, I urge Vicente (Maria's son) to fill out the documents on his own.",,,TRUE,TRUE,,,,,,,1,,,,
540,9/28/2011 12:03,,"Vicente came with the docs signed, I copied, and he took to submit to NYCHA.
He said that he takes meds for nerves, but nevertheless he is shaky and can't write well. I asked him to write his name for me, it wasn't so illegible. He said he will learn for next year. I apologized for giving him a hard time, but said that we do try to get people to do all they can.",,ED,,,,E2,11/30/2011 0:00,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
540,2/8/2012 0:00,Person,"Mrs. Zakheim need completed her School Credit Tax Form., done, sign,copy made and giving to client to mail it.",Christian,EE,,,2/8/2012 17:02,E1,,NEW,,,,,,,,,,,,,TRUE,TRUE,,,,,,,1,,,,
540,2/8/2012 0:00,,NYCHA recertification was approved.,Christian,ED,,,2/14/2012 16:05,E3,10/13/2011 0:00,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
540,10/3/2012 0:00,Person,"We start completed the application for the NYCHA recertification and the client need to bring supporting documents in order to completed this application, and mail to then for her to continued  to live in her apartment.",Christian,ED,,,10/9/2012 17:29,,,NEW,,"Ms. Zakheim, is a Senior, Spanish speak only, who live in the LES for the last 40 years, is a resident of NYCHA and she is here because needed help to recertify her NYCHA Apartment.",,,,"Get the client to bring to this office, an award letter from S.S., last bank statement soon as possible in order to completed the recertification applicaton for NYCHA.",,Get NYCHA to approved it the recertification in order to keep the client in her Low Income apartment.,,"I give her a list of document that will needed in order to completed the application for the recertification, start filling the application, pending for the request documents to be completed.",,,TRUE,TRUE,8420,,NYCHA,,yr,,1,,,,
540,12/18/2012 14:47,,Ms.  Zakheim brought copy of the housing recertification approval.,,ED,,,,E4,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
540,1/10/2013 18:51,,"Ms. Zaheim recieve the NYCHA ( housing ) recertification approval for the new lease to start 02/01/2013, copy in file.",,ED,,,,E4,11/21/2012 0:00,CONT,,,,,,,,,,,,"Now they have bedbugs in the apartment,we will follow up this.",TRUE,TRUE,,,NYCHA,,,,,,,,
541,2/22/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
553,2/27/2012 17:06,Person,"Client has lived in apt for 33 years. Needs ceiling and toilet fixed. We advised her to write certified letter requesting repairs, and if that doesn't work, to take LL to court w HP action. We explained that this is more efficient than calling 311.","Brandon, Daniel",CR,,,,,,NEW,was client,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
561,2/27/2012 0:00,Person,"Client will go tomorrow housing court, to answer the landlord for rent arrears, he wants to enter into a payment agreement.",Christian,HC,,,2/9/2012 18:14,,,NEW,,"Mr. Atkins live in this community for the last 20 years, work as self employer, live along and right now work is slow, he is in rent arrears, and receive notification from housing court from his landlord.",,,,Explain that he need to go answer the court papers no later than tomorrow at housing court and stop the eviction.,,"Get landlord enter into a payment agreement, for less than $100 extra a month over his monthly rent iand stop the eviction.",,"Client agree to appear in court and file an answer to the landlord's claim
tomorrow to stop the eviction, and this office will contact the landlord and get then to agree into a payment agreement, call L/L office for an appoinment and the person in charge will be in next Tuesday",,,TRUE,TRUE,,,,,,,1,,,,
561,2/28/2012 0:00,,"Mr. Atkins went to housing court and got court appoiment for Feb. 23, 2012; regarding rent arrears, call his apt. mgm. office to request a payment agreement, they agree if no less than $50.00 extra monthly with rent payment, call Mr.Atkins and asked him to go and Ms.Patrice before court dated and follow up into the payment agreement.",Christian,HC,,,2/15/2012 14:42,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
561,2/29/2012 0:00,,"Mr. Atkins, came to this office to get advised how to and what to take to HRA in order to apply for one time shot deal to pay rent arrears.  He went and came back with to show us that they open a case for him.",Christian,HC,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
561,5/8/2012 17:35,,"According with the client, he get one time shot deal to pay his rent.",,HC,,,,Legal issues related to housing resolved,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
604,7/2/2010 0:00,,Baseless non-payment case.,Brandon,HS,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/18/2010,,,,,
604,8/24/2011 18:02,Person,He may need to mitigate as much of the arrears and walk away from the apt... or he might have the resources and attempt to save it... we are evaluating things.  There have been many mix-ups with his rent by the LL in the past... some the arrears is not genuine.,Brandon,HC,,,8/24/2011 0:00,,,NEW,,,,,,,,,,Help Steve through his non-payment case.,,,TRUE,TRUE,,,,,,,1,,,,
604,9/6/2011 15:44,,"Client has had a non-payment case levied against him.  I will provide assistance for him as he negotiates paying his rent arrears, etc...",,HC,,,,,,ISP,,,,,,,,,,Assist client through non-payment case.,,,TRUE,TRUE,,,Sec8,,,,,,,,
617,3/3/2011 0:00,,(ATT),John,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
619,3/15/2012 0:00,,"Ms. chow, needed help to completed the Food Stamp Recertificaton, done and giving to client to mail it.",Christian,EI,,,3/21/2012 17:17,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
619,4/5/2012 15:33,Person,"Filledo ut money order for her, as she said her handwriting was too poor. Wanted us to make copy - Daniel balked - she said she'll have MHA do it.",Daniel,ED,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
628,9/7/2010 0:00,,,Christian,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/18/2010,,,,,
628,9/8/2010 0:00,,Sec 8 Recert,Christian,E,,,,Yes,9/30/2010 0:00,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn 11/19/2010,,,,,
628,11/16/2010 0:00,,(ATT),Christian,ED,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,Sec8,,,Capricorn - att but not note - 2/22/2011,,,,,
628,11/29/2010 0:00,,"(ATT), Drivers License",Christian,EE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,Drivers License,,,Capricorn - att but not note - 2/22/2011,,,,,
628,11/30/2010 0:00,,,,ED,,,,,11/30/2010 0:00,,,,,,,,,,,,,,FALSE,FALSE,,,Sec8,,,Cap - att & note/outcome - 2/22/2011,,,,,
628,12/9/2010 0:00,,(ATT),Christian,EE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
628,12/17/2010 0:00,,(ATT),Christian,ED,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
628,12/21/2010 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
628,1/3/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
628,1/19/2011 0:00,,(ATT),,"C, EE",,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
628,1/31/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
628,6/28/2011 16:17,,"Section 8 was approved as January 1, 2011.",,ED,,,2/24/2011 0:00,Eu,2/24/2011 0:00,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
